text_number,language,url,timestamp,source,question_score
1338,en,https://apple.stackexchange.com/questions/4432,2023/3/29,stackexchange,3
1339,en,https://apple.stackexchange.com/questions/4435,2023/3/29,stackexchange,12
1340,en,https://apple.stackexchange.com/questions/4437,2023/3/29,stackexchange,20
1341,en,https://apple.stackexchange.com/questions/4438,2023/3/29,stackexchange,3
1342,en,https://apple.stackexchange.com/questions/4442,2023/3/29,stackexchange,1
1343,en,https://apple.stackexchange.com/questions/4444,2023/3/29,stackexchange,2
1344,en,https://apple.stackexchange.com/questions/4447,2023/3/29,stackexchange,5
1345,en,https://apple.stackexchange.com/questions/4449,2023/3/29,stackexchange,16
1346,en,https://apple.stackexchange.com/questions/4459,2023/3/29,stackexchange,2
1347,en,https://apple.stackexchange.com/questions/4460,2023/3/29,stackexchange,4
1348,en,https://apple.stackexchange.com/questions/4463,2023/3/29,stackexchange,6
1349,en,https://apple.stackexchange.com/questions/4468,2023/3/29,stackexchange,8
1350,en,https://apple.stackexchange.com/questions/4469,2023/3/29,stackexchange,8
1351,en,https://apple.stackexchange.com/questions/4473,2023/3/29,stackexchange,13
1352,en,https://apple.stackexchange.com/questions/4476,2023/3/29,stackexchange,1
1353,en,https://apple.stackexchange.com/questions/4484,2023/3/29,stackexchange,5
1354,en,https://apple.stackexchange.com/questions/4486,2023/3/29,stackexchange,5
1355,en,https://apple.stackexchange.com/questions/4487,2023/3/29,stackexchange,7
1356,en,https://apple.stackexchange.com/questions/4493,2023/3/29,stackexchange,7
1357,en,https://apple.stackexchange.com/questions/4495,2023/3/29,stackexchange,14
1358,en,https://apple.stackexchange.com/questions/4503,2023/3/29,stackexchange,10
1359,en,https://apple.stackexchange.com/questions/4506,2023/3/29,stackexchange,7
1360,en,https://apple.stackexchange.com/questions/4511,2023/3/29,stackexchange,4
1361,en,https://apple.stackexchange.com/questions/4514,2023/3/29,stackexchange,2
1362,en,https://apple.stackexchange.com/questions/4521,2023/3/29,stackexchange,5
1363,en,https://apple.stackexchange.com/questions/4527,2023/3/29,stackexchange,8
1364,en,https://apple.stackexchange.com/questions/4529,2023/3/29,stackexchange,3
1365,en,https://apple.stackexchange.com/questions/4530,2023/3/29,stackexchange,11
1366,en,https://apple.stackexchange.com/questions/4535,2023/3/29,stackexchange,10
1367,en,https://apple.stackexchange.com/questions/4538,2023/3/29,stackexchange,0
1368,en,https://apple.stackexchange.com/questions/4539,2023/3/29,stackexchange,6
1369,en,https://apple.stackexchange.com/questions/4543,2023/3/29,stackexchange,3
1370,en,https://apple.stackexchange.com/questions/4546,2023/3/29,stackexchange,6
1371,en,https://apple.stackexchange.com/questions/4549,2023/3/29,stackexchange,6
1372,en,https://apple.stackexchange.com/questions/4551,2023/3/29,stackexchange,6
1373,en,https://apple.stackexchange.com/questions/4553,2023/3/29,stackexchange,6
1374,en,https://apple.stackexchange.com/questions/4555,2023/3/29,stackexchange,3
1375,en,https://apple.stackexchange.com/questions/4557,2023/3/29,stackexchange,6
1376,en,https://apple.stackexchange.com/questions/4559,2023/3/29,stackexchange,0
1377,en,https://apple.stackexchange.com/questions/4566,2023/3/29,stackexchange,1
1378,en,https://apple.stackexchange.com/questions/4567,2023/3/29,stackexchange,10
1379,en,https://apple.stackexchange.com/questions/4576,2023/3/29,stackexchange,5
1380,en,https://apple.stackexchange.com/questions/4578,2023/3/29,stackexchange,3
1381,en,https://apple.stackexchange.com/questions/4580,2023/3/29,stackexchange,3
1382,en,https://apple.stackexchange.com/questions/4581,2023/3/29,stackexchange,-1
1383,en,https://apple.stackexchange.com/questions/4582,2023/3/29,stackexchange,12
1384,en,https://apple.stackexchange.com/questions/4588,2023/3/29,stackexchange,4
1385,en,https://apple.stackexchange.com/questions/4590,2023/3/29,stackexchange,2
1386,en,https://apple.stackexchange.com/questions/4593,2023/3/29,stackexchange,3
1387,en,https://apple.stackexchange.com/questions/4594,2023/3/29,stackexchange,0
1388,en,https://apple.stackexchange.com/questions/4595,2023/3/29,stackexchange,7
1389,en,https://apple.stackexchange.com/questions/4600,2023/3/29,stackexchange,12
1390,en,https://apple.stackexchange.com/questions/4604,2023/3/29,stackexchange,12
1391,en,https://apple.stackexchange.com/questions/4610,2023/3/29,stackexchange,8
1392,en,https://apple.stackexchange.com/questions/4613,2023/3/29,stackexchange,2
1393,en,https://apple.stackexchange.com/questions/4615,2023/3/29,stackexchange,4
1394,en,https://apple.stackexchange.com/questions/4616,2023/3/29,stackexchange,3
1395,en,https://apple.stackexchange.com/questions/4624,2023/3/29,stackexchange,6
1396,en,https://apple.stackexchange.com/questions/4628,2023/3/29,stackexchange,2
1397,en,https://apple.stackexchange.com/questions/4629,2023/3/29,stackexchange,12
1398,en,https://apple.stackexchange.com/questions/4636,2023/3/29,stackexchange,2
1399,en,https://apple.stackexchange.com/questions/4638,2023/3/29,stackexchange,6
1400,en,https://apple.stackexchange.com/questions/4640,2023/3/29,stackexchange,5
1401,en,https://apple.stackexchange.com/questions/4647,2023/3/29,stackexchange,3
1402,en,https://apple.stackexchange.com/questions/4649,2023/3/29,stackexchange,2
1403,en,https://apple.stackexchange.com/questions/4652,2023/3/29,stackexchange,0
1404,en,https://apple.stackexchange.com/questions/4655,2023/3/29,stackexchange,5
1405,en,https://apple.stackexchange.com/questions/4657,2023/3/29,stackexchange,9
1406,en,https://apple.stackexchange.com/questions/4663,2023/3/29,stackexchange,5
1407,en,https://apple.stackexchange.com/questions/4667,2023/3/29,stackexchange,12
1408,en,https://apple.stackexchange.com/questions/4671,2023/3/29,stackexchange,0
1409,en,https://apple.stackexchange.com/questions/4678,2023/3/29,stackexchange,2
1410,en,https://apple.stackexchange.com/questions/4683,2023/3/29,stackexchange,6
1411,en,https://apple.stackexchange.com/questions/4685,2023/3/29,stackexchange,7
1412,en,https://apple.stackexchange.com/questions/4686,2023/3/29,stackexchange,11
1413,en,https://apple.stackexchange.com/questions/4689,2023/3/29,stackexchange,3
1414,en,https://apple.stackexchange.com/questions/4692,2023/3/29,stackexchange,2
1415,en,https://apple.stackexchange.com/questions/4694,2023/3/29,stackexchange,4
1416,en,https://apple.stackexchange.com/questions/4697,2023/3/29,stackexchange,7
1417,en,https://apple.stackexchange.com/questions/4698,2023/3/29,stackexchange,6
1418,en,https://apple.stackexchange.com/questions/4699,2023/3/29,stackexchange,88
1419,en,https://apple.stackexchange.com/questions/4701,2023/3/29,stackexchange,2
1420,en,https://apple.stackexchange.com/questions/4709,2023/3/29,stackexchange,2
1421,en,https://apple.stackexchange.com/questions/4711,2023/3/29,stackexchange,3
1422,en,https://apple.stackexchange.com/questions/4712,2023/3/29,stackexchange,1
1423,en,https://apple.stackexchange.com/questions/4714,2023/3/29,stackexchange,13
1424,en,https://apple.stackexchange.com/questions/4722,2023/3/29,stackexchange,1
1425,en,https://apple.stackexchange.com/questions/4723,2023/3/29,stackexchange,5
1426,en,https://apple.stackexchange.com/questions/4726,2023/3/29,stackexchange,3
1427,en,https://apple.stackexchange.com/questions/4727,2023/3/29,stackexchange,8
1428,en,https://apple.stackexchange.com/questions/4730,2023/3/29,stackexchange,1
1429,en,https://apple.stackexchange.com/questions/4737,2023/3/29,stackexchange,3
1430,en,https://apple.stackexchange.com/questions/4739,2023/3/29,stackexchange,2
1431,en,https://apple.stackexchange.com/questions/4740,2023/3/29,stackexchange,4
1432,en,https://apple.stackexchange.com/questions/4742,2023/3/29,stackexchange,2
1433,en,https://apple.stackexchange.com/questions/4744,2023/3/29,stackexchange,3
1434,en,https://apple.stackexchange.com/questions/4747,2023/3/29,stackexchange,6
1435,en,https://apple.stackexchange.com/questions/4753,2023/3/29,stackexchange,9
1436,en,https://apple.stackexchange.com/questions/4754,2023/3/29,stackexchange,5
1437,en,https://apple.stackexchange.com/questions/4758,2023/3/29,stackexchange,3
1438,en,https://apple.stackexchange.com/questions/4759,2023/3/29,stackexchange,6
1439,en,https://apple.stackexchange.com/questions/4764,2023/3/29,stackexchange,3
1440,en,https://apple.stackexchange.com/questions/4770,2023/3/29,stackexchange,3
1441,en,https://apple.stackexchange.com/questions/4771,2023/3/29,stackexchange,4
1442,en,https://apple.stackexchange.com/questions/4773,2023/3/29,stackexchange,2
1443,en,https://apple.stackexchange.com/questions/4776,2023/3/29,stackexchange,1
1444,en,https://apple.stackexchange.com/questions/4777,2023/3/29,stackexchange,6
1445,en,https://apple.stackexchange.com/questions/4784,2023/3/29,stackexchange,4
1446,en,https://apple.stackexchange.com/questions/4786,2023/3/29,stackexchange,1
1447,en,https://apple.stackexchange.com/questions/4792,2023/3/29,stackexchange,5
1448,en,https://apple.stackexchange.com/questions/4797,2023/3/29,stackexchange,3
1449,en,https://apple.stackexchange.com/questions/4800,2023/3/29,stackexchange,4
1450,en,https://apple.stackexchange.com/questions/4801,2023/3/29,stackexchange,22
1451,en,https://apple.stackexchange.com/questions/4804,2023/3/29,stackexchange,2
1452,en,https://apple.stackexchange.com/questions/4806,2023/3/29,stackexchange,4
1453,en,https://apple.stackexchange.com/questions/4809,2023/3/29,stackexchange,6
1454,en,https://apple.stackexchange.com/questions/4812,2023/3/29,stackexchange,67
1455,en,https://apple.stackexchange.com/questions/4813,2023/3/29,stackexchange,14
1456,en,https://apple.stackexchange.com/questions/4814,2023/3/29,stackexchange,16
1457,en,https://apple.stackexchange.com/questions/4816,2023/3/29,stackexchange,7
1458,en,https://apple.stackexchange.com/questions/4829,2023/3/29,stackexchange,6
1459,en,https://apple.stackexchange.com/questions/4832,2023/3/29,stackexchange,5
1460,en,https://apple.stackexchange.com/questions/4834,2023/3/29,stackexchange,2
1461,en,https://apple.stackexchange.com/questions/4837,2023/3/29,stackexchange,8
1462,en,https://apple.stackexchange.com/questions/4840,2023/3/29,stackexchange,2
1463,en,https://apple.stackexchange.com/questions/4846,2023/3/29,stackexchange,2
1464,en,https://apple.stackexchange.com/questions/4857,2023/3/29,stackexchange,5
1465,en,https://apple.stackexchange.com/questions/4862,2023/3/29,stackexchange,1
1466,en,https://apple.stackexchange.com/questions/4864,2023/3/29,stackexchange,1
1467,en,https://apple.stackexchange.com/questions/4866,2023/3/29,stackexchange,1
1468,en,https://apple.stackexchange.com/questions/4868,2023/3/29,stackexchange,4
1469,en,https://apple.stackexchange.com/questions/4870,2023/3/29,stackexchange,4
1470,en,https://apple.stackexchange.com/questions/4873,2023/3/29,stackexchange,3
1471,en,https://apple.stackexchange.com/questions/4876,2023/3/29,stackexchange,3
1472,en,https://apple.stackexchange.com/questions/4879,2023/3/29,stackexchange,1
1473,en,https://apple.stackexchange.com/questions/4880,2023/3/29,stackexchange,11
1474,en,https://apple.stackexchange.com/questions/4890,2023/3/29,stackexchange,4
1475,en,https://apple.stackexchange.com/questions/4891,2023/3/29,stackexchange,1
1476,en,https://apple.stackexchange.com/questions/4894,2023/3/29,stackexchange,5
1477,en,https://apple.stackexchange.com/questions/4905,2023/3/29,stackexchange,4
1478,en,https://apple.stackexchange.com/questions/4906,2023/3/29,stackexchange,6
1479,en,https://apple.stackexchange.com/questions/4908,2023/3/29,stackexchange,6
1480,en,https://apple.stackexchange.com/questions/4913,2023/3/29,stackexchange,4
1481,en,https://apple.stackexchange.com/questions/4920,2023/3/29,stackexchange,3
1482,en,https://apple.stackexchange.com/questions/4931,2023/3/29,stackexchange,5
1483,en,https://apple.stackexchange.com/questions/4933,2023/3/29,stackexchange,2
1484,en,https://apple.stackexchange.com/questions/4934,2023/3/29,stackexchange,3
1485,en,https://apple.stackexchange.com/questions/4938,2023/3/29,stackexchange,11
1486,en,https://apple.stackexchange.com/questions/4942,2023/3/29,stackexchange,5
1487,en,https://apple.stackexchange.com/questions/4944,2023/3/29,stackexchange,20
1488,en,https://apple.stackexchange.com/questions/4945,2023/3/29,stackexchange,9
1489,en,https://apple.stackexchange.com/questions/4951,2023/3/29,stackexchange,6
1490,en,https://apple.stackexchange.com/questions/4956,2023/3/29,stackexchange,2
1491,en,https://apple.stackexchange.com/questions/4958,2023/3/29,stackexchange,6
1492,en,https://apple.stackexchange.com/questions/4961,2023/3/29,stackexchange,3
1493,en,https://apple.stackexchange.com/questions/4967,2023/3/29,stackexchange,2
1494,en,https://apple.stackexchange.com/questions/4968,2023/3/29,stackexchange,5
1495,en,https://apple.stackexchange.com/questions/4972,2023/3/29,stackexchange,3
1496,en,https://apple.stackexchange.com/questions/4973,2023/3/29,stackexchange,4
1497,en,https://apple.stackexchange.com/questions/4974,2023/3/29,stackexchange,5
1498,en,https://apple.stackexchange.com/questions/4979,2023/3/29,stackexchange,2
1499,en,https://apple.stackexchange.com/questions/4989,2023/3/29,stackexchange,1
1500,en,https://apple.stackexchange.com/questions/4992,2023/3/29,stackexchange,7
1501,en,https://apple.stackexchange.com/questions/4996,2023/3/29,stackexchange,4
1502,en,https://apple.stackexchange.com/questions/4998,2023/3/29,stackexchange,9
1503,en,https://apple.stackexchange.com/questions/4999,2023/3/29,stackexchange,10
1504,en,https://apple.stackexchange.com/questions/5000,2023/3/29,stackexchange,14
1505,en,https://apple.stackexchange.com/questions/5002,2023/3/29,stackexchange,5
1506,en,https://apple.stackexchange.com/questions/5003,2023/3/29,stackexchange,8
1507,en,https://apple.stackexchange.com/questions/5004,2023/3/29,stackexchange,9
1508,en,https://apple.stackexchange.com/questions/5011,2023/3/29,stackexchange,0
1509,en,https://apple.stackexchange.com/questions/5015,2023/3/29,stackexchange,13
1510,en,https://apple.stackexchange.com/questions/5017,2023/3/29,stackexchange,4
1511,en,https://apple.stackexchange.com/questions/5021,2023/3/29,stackexchange,2
1512,en,https://apple.stackexchange.com/questions/5026,2023/3/29,stackexchange,3
1513,en,https://apple.stackexchange.com/questions/5029,2023/3/29,stackexchange,2
1514,en,https://apple.stackexchange.com/questions/5035,2023/3/29,stackexchange,4
1515,en,https://apple.stackexchange.com/questions/5037,2023/3/29,stackexchange,1
1516,en,https://apple.stackexchange.com/questions/5038,2023/3/29,stackexchange,3
1517,en,https://apple.stackexchange.com/questions/5043,2023/3/29,stackexchange,20
1518,en,https://apple.stackexchange.com/questions/5044,2023/3/29,stackexchange,4
1519,en,https://apple.stackexchange.com/questions/5047,2023/3/29,stackexchange,4
1520,en,https://apple.stackexchange.com/questions/5054,2023/3/29,stackexchange,3
1521,en,https://apple.stackexchange.com/questions/5057,2023/3/29,stackexchange,10
1522,en,https://apple.stackexchange.com/questions/5064,2023/3/29,stackexchange,7
1523,en,https://apple.stackexchange.com/questions/5067,2023/3/29,stackexchange,4
1524,en,https://apple.stackexchange.com/questions/5072,2023/3/29,stackexchange,2
1525,en,https://apple.stackexchange.com/questions/5074,2023/3/29,stackexchange,1
1526,en,https://apple.stackexchange.com/questions/5076,2023/3/29,stackexchange,4
1527,en,https://apple.stackexchange.com/questions/5077,2023/3/29,stackexchange,2
1528,en,https://apple.stackexchange.com/questions/5083,2023/3/29,stackexchange,4
1529,en,https://apple.stackexchange.com/questions/5085,2023/3/29,stackexchange,2
1530,en,https://apple.stackexchange.com/questions/5088,2023/3/29,stackexchange,3
1531,en,https://apple.stackexchange.com/questions/5091,2023/3/29,stackexchange,2
1532,en,https://apple.stackexchange.com/questions/5092,2023/3/29,stackexchange,2
1533,en,https://apple.stackexchange.com/questions/5096,2023/3/29,stackexchange,10
1534,en,https://apple.stackexchange.com/questions/5105,2023/3/29,stackexchange,17
1535,en,https://apple.stackexchange.com/questions/5109,2023/3/29,stackexchange,2
1536,en,https://apple.stackexchange.com/questions/5112,2023/3/29,stackexchange,9
1537,en,https://apple.stackexchange.com/questions/5115,2023/3/29,stackexchange,29
1538,en,https://apple.stackexchange.com/questions/5116,2023/3/29,stackexchange,4
1539,en,https://apple.stackexchange.com/questions/5122,2023/3/29,stackexchange,1
1540,en,https://apple.stackexchange.com/questions/5126,2023/3/29,stackexchange,3
1541,en,https://apple.stackexchange.com/questions/5128,2023/3/29,stackexchange,6
1542,en,https://apple.stackexchange.com/questions/5129,2023/3/29,stackexchange,4
1543,en,https://apple.stackexchange.com/questions/5130,2023/3/29,stackexchange,2
1544,en,https://apple.stackexchange.com/questions/5132,2023/3/29,stackexchange,5
1545,en,https://apple.stackexchange.com/questions/5134,2023/3/29,stackexchange,4
1546,en,https://apple.stackexchange.com/questions/5135,2023/3/29,stackexchange,2
1547,en,https://apple.stackexchange.com/questions/5143,2023/3/29,stackexchange,0
1548,en,https://apple.stackexchange.com/questions/5144,2023/3/29,stackexchange,1
1549,en,https://apple.stackexchange.com/questions/5152,2023/3/29,stackexchange,6
1550,en,https://apple.stackexchange.com/questions/5153,2023/3/29,stackexchange,3
1551,en,https://apple.stackexchange.com/questions/5156,2023/3/29,stackexchange,1
1552,en,https://apple.stackexchange.com/questions/5160,2023/3/29,stackexchange,0
1553,en,https://apple.stackexchange.com/questions/5161,2023/3/29,stackexchange,4
1554,en,https://apple.stackexchange.com/questions/5165,2023/3/29,stackexchange,47
1555,en,https://apple.stackexchange.com/questions/5166,2023/3/29,stackexchange,1
1556,en,https://apple.stackexchange.com/questions/5173,2023/3/29,stackexchange,5
1557,en,https://apple.stackexchange.com/questions/5174,2023/3/29,stackexchange,4
1558,en,https://apple.stackexchange.com/questions/5175,2023/3/29,stackexchange,1
1559,en,https://apple.stackexchange.com/questions/5179,2023/3/29,stackexchange,9
1560,en,https://apple.stackexchange.com/questions/5186,2023/3/29,stackexchange,24
1561,en,https://apple.stackexchange.com/questions/5188,2023/3/29,stackexchange,8
1562,en,https://apple.stackexchange.com/questions/5189,2023/3/29,stackexchange,4
1563,en,https://apple.stackexchange.com/questions/5196,2023/3/29,stackexchange,1
1564,en,https://apple.stackexchange.com/questions/5199,2023/3/29,stackexchange,1
1565,en,https://apple.stackexchange.com/questions/5201,2023/3/29,stackexchange,5
1566,en,https://apple.stackexchange.com/questions/5208,2023/3/29,stackexchange,2
1567,en,https://apple.stackexchange.com/questions/5209,2023/3/29,stackexchange,126
1568,en,https://apple.stackexchange.com/questions/5212,2023/3/29,stackexchange,2
1569,en,https://apple.stackexchange.com/questions/5215,2023/3/29,stackexchange,4
1570,en,https://apple.stackexchange.com/questions/5216,2023/3/29,stackexchange,4
1571,en,https://apple.stackexchange.com/questions/5222,2023/3/29,stackexchange,5
1572,en,https://apple.stackexchange.com/questions/5223,2023/3/29,stackexchange,4
1573,en,https://apple.stackexchange.com/questions/5224,2023/3/29,stackexchange,2
1574,en,https://apple.stackexchange.com/questions/5229,2023/3/29,stackexchange,2
1575,en,https://apple.stackexchange.com/questions/5242,2023/3/29,stackexchange,0
1576,en,https://apple.stackexchange.com/questions/5243,2023/3/29,stackexchange,21
1577,en,https://apple.stackexchange.com/questions/5246,2023/3/29,stackexchange,3
1578,en,https://apple.stackexchange.com/questions/5252,2023/3/29,stackexchange,21
1579,en,https://apple.stackexchange.com/questions/5257,2023/3/29,stackexchange,2
1580,en,https://apple.stackexchange.com/questions/5264,2023/3/29,stackexchange,7
1581,en,https://apple.stackexchange.com/questions/5265,2023/3/29,stackexchange,16
1582,en,https://apple.stackexchange.com/questions/5267,2023/3/29,stackexchange,2
1583,en,https://apple.stackexchange.com/questions/5272,2023/3/29,stackexchange,3
1584,en,https://apple.stackexchange.com/questions/5274,2023/3/29,stackexchange,1
1585,en,https://apple.stackexchange.com/questions/5278,2023/3/29,stackexchange,67
1586,en,https://apple.stackexchange.com/questions/5289,2023/3/29,stackexchange,9
1587,en,https://apple.stackexchange.com/questions/5291,2023/3/29,stackexchange,2
1588,en,https://apple.stackexchange.com/questions/5296,2023/3/29,stackexchange,4
1589,en,https://apple.stackexchange.com/questions/5306,2023/3/29,stackexchange,10
1590,en,https://apple.stackexchange.com/questions/5308,2023/3/29,stackexchange,23
1591,en,https://apple.stackexchange.com/questions/5316,2023/3/29,stackexchange,4
1592,en,https://apple.stackexchange.com/questions/5317,2023/3/29,stackexchange,1
1593,en,https://apple.stackexchange.com/questions/5318,2023/3/29,stackexchange,3
1594,en,https://apple.stackexchange.com/questions/5324,2023/3/29,stackexchange,5
1595,en,https://apple.stackexchange.com/questions/5327,2023/3/29,stackexchange,8
1596,en,https://apple.stackexchange.com/questions/5329,2023/3/29,stackexchange,32
1597,en,https://apple.stackexchange.com/questions/5331,2023/3/29,stackexchange,5
1598,en,https://apple.stackexchange.com/questions/5334,2023/3/29,stackexchange,2
1599,en,https://apple.stackexchange.com/questions/5337,2023/3/29,stackexchange,3
1600,en,https://apple.stackexchange.com/questions/5339,2023/3/29,stackexchange,22
1601,en,https://apple.stackexchange.com/questions/5342,2023/3/29,stackexchange,17
1602,en,https://apple.stackexchange.com/questions/5353,2023/3/29,stackexchange,130
1603,en,https://apple.stackexchange.com/questions/5361,2023/3/29,stackexchange,17
1604,en,https://apple.stackexchange.com/questions/5379,2023/3/29,stackexchange,0
1605,en,https://apple.stackexchange.com/questions/5380,2023/3/29,stackexchange,3
1606,en,https://apple.stackexchange.com/questions/5383,2023/3/29,stackexchange,1
1607,en,https://apple.stackexchange.com/questions/5384,2023/3/29,stackexchange,1
1608,en,https://apple.stackexchange.com/questions/5385,2023/3/29,stackexchange,1
1609,en,https://apple.stackexchange.com/questions/5386,2023/3/29,stackexchange,12
1610,en,https://apple.stackexchange.com/questions/5398,2023/3/29,stackexchange,1
1611,en,https://apple.stackexchange.com/questions/5400,2023/3/29,stackexchange,19
1612,en,https://apple.stackexchange.com/questions/5402,2023/3/29,stackexchange,7
1613,en,https://apple.stackexchange.com/questions/5403,2023/3/29,stackexchange,2
1614,en,https://apple.stackexchange.com/questions/5404,2023/3/29,stackexchange,0
1615,en,https://apple.stackexchange.com/questions/5406,2023/3/29,stackexchange,1
1616,en,https://apple.stackexchange.com/questions/5414,2023/3/29,stackexchange,8
1617,en,https://apple.stackexchange.com/questions/5415,2023/3/29,stackexchange,4
1618,en,https://apple.stackexchange.com/questions/5418,2023/3/29,stackexchange,14
1619,en,https://apple.stackexchange.com/questions/5419,2023/3/29,stackexchange,0
1620,en,https://apple.stackexchange.com/questions/5423,2023/3/29,stackexchange,3
1621,en,https://apple.stackexchange.com/questions/5424,2023/3/29,stackexchange,14
1622,en,https://apple.stackexchange.com/questions/5425,2023/3/29,stackexchange,1
1623,en,https://apple.stackexchange.com/questions/5429,2023/3/29,stackexchange,2
1624,en,https://apple.stackexchange.com/questions/5435,2023/3/29,stackexchange,404
1625,en,https://apple.stackexchange.com/questions/5533,2023/3/29,stackexchange,17
1626,en,https://apple.stackexchange.com/questions/5541,2023/3/29,stackexchange,0
1627,en,https://apple.stackexchange.com/questions/5542,2023/3/29,stackexchange,5
1628,en,https://apple.stackexchange.com/questions/5546,2023/3/29,stackexchange,3
1629,en,https://apple.stackexchange.com/questions/5548,2023/3/29,stackexchange,2
1630,en,https://apple.stackexchange.com/questions/5552,2023/3/29,stackexchange,8
1631,en,https://apple.stackexchange.com/questions/5558,2023/3/29,stackexchange,5
1632,en,https://apple.stackexchange.com/questions/5567,2023/3/29,stackexchange,0
1633,en,https://apple.stackexchange.com/questions/5568,2023/3/29,stackexchange,3
1634,en,https://apple.stackexchange.com/questions/5576,2023/3/29,stackexchange,3
1635,en,https://apple.stackexchange.com/questions/5579,2023/3/29,stackexchange,2
1636,en,https://apple.stackexchange.com/questions/5581,2023/3/29,stackexchange,12
1637,en,https://apple.stackexchange.com/questions/5584,2023/3/29,stackexchange,2
1638,en,https://apple.stackexchange.com/questions/5588,2023/3/29,stackexchange,6
1639,en,https://apple.stackexchange.com/questions/5590,2023/3/29,stackexchange,1
1640,en,https://apple.stackexchange.com/questions/5597,2023/3/29,stackexchange,5
1641,en,https://apple.stackexchange.com/questions/5599,2023/3/29,stackexchange,1
1642,en,https://apple.stackexchange.com/questions/5602,2023/3/29,stackexchange,2
1643,en,https://apple.stackexchange.com/questions/5603,2023/3/29,stackexchange,1
1644,en,https://apple.stackexchange.com/questions/5609,2023/3/29,stackexchange,3
1645,en,https://apple.stackexchange.com/questions/5612,2023/3/29,stackexchange,2
1646,en,https://apple.stackexchange.com/questions/5614,2023/3/29,stackexchange,4
1647,en,https://apple.stackexchange.com/questions/5616,2023/3/29,stackexchange,3
1648,en,https://apple.stackexchange.com/questions/5619,2023/3/29,stackexchange,24
1649,en,https://apple.stackexchange.com/questions/5620,2023/3/29,stackexchange,7
1650,en,https://apple.stackexchange.com/questions/5621,2023/3/29,stackexchange,4
1651,en,https://apple.stackexchange.com/questions/5628,2023/3/29,stackexchange,1
1652,en,https://apple.stackexchange.com/questions/5630,2023/3/29,stackexchange,2
1653,en,https://apple.stackexchange.com/questions/5631,2023/3/29,stackexchange,1
1654,en,https://apple.stackexchange.com/questions/5632,2023/3/29,stackexchange,2
1655,en,https://apple.stackexchange.com/questions/5634,2023/3/29,stackexchange,2
1656,en,https://apple.stackexchange.com/questions/5639,2023/3/29,stackexchange,2
1657,en,https://apple.stackexchange.com/questions/5647,2023/3/29,stackexchange,3
1658,en,https://apple.stackexchange.com/questions/5648,2023/3/29,stackexchange,6
1659,en,https://apple.stackexchange.com/questions/5651,2023/3/29,stackexchange,5
1660,en,https://apple.stackexchange.com/questions/5654,2023/3/29,stackexchange,0
1661,en,https://apple.stackexchange.com/questions/5656,2023/3/29,stackexchange,9
1662,en,https://apple.stackexchange.com/questions/5658,2023/3/29,stackexchange,3
1663,en,https://apple.stackexchange.com/questions/5659,2023/3/29,stackexchange,1
1664,en,https://apple.stackexchange.com/questions/5662,2023/3/29,stackexchange,3
1665,en,https://apple.stackexchange.com/questions/5666,2023/3/29,stackexchange,1
1666,en,https://apple.stackexchange.com/questions/5668,2023/3/29,stackexchange,135
1667,en,https://apple.stackexchange.com/questions/5669,2023/3/29,stackexchange,2
1668,en,https://apple.stackexchange.com/questions/5673,2023/3/29,stackexchange,2
1669,en,https://apple.stackexchange.com/questions/5676,2023/3/29,stackexchange,3
1670,en,https://apple.stackexchange.com/questions/5682,2023/3/29,stackexchange,5
1671,en,https://apple.stackexchange.com/questions/5684,2023/3/29,stackexchange,3
1672,en,https://apple.stackexchange.com/questions/5685,2023/3/29,stackexchange,24
1673,en,https://apple.stackexchange.com/questions/5689,2023/3/29,stackexchange,39
1674,en,https://apple.stackexchange.com/questions/5690,2023/3/29,stackexchange,1
1675,en,https://apple.stackexchange.com/questions/5693,2023/3/29,stackexchange,1
1676,en,https://apple.stackexchange.com/questions/5697,2023/3/29,stackexchange,1
1677,en,https://apple.stackexchange.com/questions/5702,2023/3/29,stackexchange,2
1678,en,https://apple.stackexchange.com/questions/5704,2023/3/29,stackexchange,6
1679,en,https://apple.stackexchange.com/questions/5706,2023/3/29,stackexchange,0
1680,en,https://apple.stackexchange.com/questions/5712,2023/3/29,stackexchange,6
1681,en,https://apple.stackexchange.com/questions/5716,2023/3/29,stackexchange,4
1682,en,https://apple.stackexchange.com/questions/5719,2023/3/29,stackexchange,2
1683,en,https://apple.stackexchange.com/questions/5724,2023/3/29,stackexchange,2
1684,en,https://apple.stackexchange.com/questions/5726,2023/3/29,stackexchange,0
1685,en,https://apple.stackexchange.com/questions/5731,2023/3/29,stackexchange,2
1686,en,https://apple.stackexchange.com/questions/5736,2023/3/29,stackexchange,12
1687,en,https://apple.stackexchange.com/questions/5738,2023/3/29,stackexchange,2
1688,en,https://apple.stackexchange.com/questions/5740,2023/3/29,stackexchange,2
1689,en,https://apple.stackexchange.com/questions/5743,2023/3/29,stackexchange,6
1690,en,https://apple.stackexchange.com/questions/5747,2023/3/29,stackexchange,6
1691,en,https://apple.stackexchange.com/questions/5751,2023/3/29,stackexchange,51
1692,en,https://apple.stackexchange.com/questions/5752,2023/3/29,stackexchange,8
1693,en,https://apple.stackexchange.com/questions/5756,2023/3/29,stackexchange,1
1694,en,https://apple.stackexchange.com/questions/5765,2023/3/29,stackexchange,7
1695,en,https://apple.stackexchange.com/questions/5771,2023/3/29,stackexchange,2
